file,truth,mp,brightness,contrast,sharpness,n_box,box_h_med,box_h_max,conf_med,conf_max,n_digit_box,date_box_h,date_box_conf,ok,kind
000450.jpg,2026-03-11,12.4848,119.26047200520833,58.41501552768883,429.63663327398297,12.0,14.648529270389178,46.0,0.9090615212917328,0.9999727606773376,2.0,,,False,완전히 다름
000085.jpg,2026-03-30,12.192768,148.14846354166667,49.95992980560484,2338.249719461907,28.0,21.01189802081432,37.21558813185679,0.967308521270752,0.9999961853027344,6.0,,,False,연도만 오독
001836.jpg,2021-10-02,1.649096,133.8044330636743,58.7632672293499,619.0906574402144,11.0,23.0,54.037024344425184,0.9110884070396423,0.9997315406799316,3.0,18.0,0.9942523241043091,True,정답
001558.jpg,2021-12-24,0.743265,105.81638020833333,57.56746117257076,1569.9925503373781,11.0,11.40175425099138,28.0,0.8769892454147339,0.9982953071594238,1.0,18.027756377319946,0.9982953071594238,True,정답
001421.jpg,2021-07-01,0.4096,86.95070556640626,53.90630565432116,392.38950173947813,8.0,15.664139041329877,35.22782990761707,0.9547879099845886,0.9999286532402039,2.0,16.0312195418814,0.9938044548034668,True,정답
000249.jpg,2026-02-16,12.192768,140.53278971354166,55.77401294408329,1704.5079252380372,34.0,26.048016641662986,34.0147027033899,0.9783224165439606,0.999982476234436,4.0,31.144823004794873,0.9983807802200317,True,정답
000943.jpg,2021-05-29,0.4096,112.76293701171875,52.505829799708856,375.57335990369313,47.0,15.033296378372908,19.1049731745428,0.9153106808662415,0.9999566078186035,4.0,,,False,완전히 다름
001179.jpg,2023-09-01,0.75834,122.49333964646465,42.02510966081263,1002.0875899200236,17.0,19.0,23.021728866442675,0.9988009333610535,0.9999875426292419,4.0,,,False,미검출-못읽음
002381.jpg,2021-08-17,0.71029,109.51583984375,57.03268248552915,2818.0751543985575,51.0,21.0,32.14031735997639,0.9946193695068359,0.9999072551727295,7.0,,,True,정답
003043.jpg,2020-07-13,0.838201,112.793095703125,58.66147186277144,1858.8525161231892,21.0,10.0,24.0,0.5807888507843018,0.999980628490448,4.0,24.0,0.9898040890693665,True,정답
003155.jpg,2021-07-11,0.4096,66.81571533203125,57.82400651202368,83.57379380395415,4.0,13.516648189186455,20.09975124224178,0.968829870223999,0.9808160066604614,1.0,20.09975124224178,0.9796242713928223,True,정답
002673.jpg,2021-04-25,1.1163,125.88392903645833,62.646920966380144,174.39210666364036,6.0,16.772673065836507,25.0,0.9907507598400116,0.9998186230659485,1.0,25.0,0.9993653297424316,True,정답
002102.jpg,2021-12-25,1.21667,122.19200482776618,47.24040160140893,665.2439292874787,10.0,23.26860229593982,81.0,0.9455530345439911,0.9999161958694458,1.0,,,True,정답
001714.jpg,2021-09-08,0.4096,106.28386962890625,59.32062898363649,91.73481867101192,14.0,14.035668847618199,18.027756377319946,0.7505183219909668,0.8986239433288574,2.0,,,False,미검출-못읽음
002172.jpg,2020-06-24,0.4096,139.75155029296874,49.008050436702305,672.5843345199526,43.0,22.090722034374522,35.0,0.9225845336914062,0.9999302625656128,4.0,,,False,미검출-못읽음
000493.jpg,2026-06-17,12.4848,136.82749348958333,55.92249648037553,2758.4033133868743,14.0,11.52268050859363,21.02379604162864,0.8154186606407166,0.9921526312828064,0.0,,,False,연도만 오독
000876.jpg,2021-07-01,1.169376,114.26472981770833,64.28045777767915,113.30090151544144,4.0,15.5,24.0,0.924399346113205,0.9979462623596191,0.0,,,False,미검출-못읽음
002340.jpg,2021-12-28,0.4096,88.33465087890625,53.042536811751056,540.8482921008527,43.0,14.035668847618199,60.13318551349163,0.8988166451454163,0.9999140501022339,7.0,,,True,정답
000211.jpg,2026-02-12,12.192768,126.79524088541666,75.36309677126462,305.8111389472855,9.0,15.524174696260024,25.0,0.8002821207046509,0.9997957348823547,3.0,,,False,미검출-못읽음
002785.jpg,2021-04-18,0.4096,203.39867919921875,55.02516157150589,648.2925759029389,29.0,14.142135623730951,20.223748416156685,0.9423329830169678,0.9996635317802429,5.0,,,False,월/일 오독
001414.jpg,2021-07-23,0.4096,78.9189111328125,56.0892254598114,416.42699762640007,30.0,15.132745950421556,26.30589287593181,0.9228574633598328,0.9999420642852783,2.0,,,False,미검출-못읽음
000111.jpg,2025-10-25,12.192768,121.190234375,65.90993871807248,832.3841977087654,8.0,23.041594578792296,119.20570456148481,0.9730066657066345,0.9998888969421387,1.0,24.08318915758459,0.8985963463783264,False,미검출-읽긴읽음
002253.jpg,2022-01-04,0.4096,170.3046533203125,68.11340443049544,388.32827615961435,14.0,14.658910531638178,28.0178514522438,0.7962365746498108,0.9936075210571289,2.0,,,False,미검출-읽긴읽음
002067.jpg,2020-04-30,0.4096,129.98268310546874,53.608686925671805,185.4118308303595,15.0,25.019992006393608,68.0,0.9819810390472412,0.9999080896377563,0.0,,,False,미검출-못읽음
003314.jpg,2021-07-05,0.4096,86.60028076171875,59.880239262384315,526.0138547396599,6.0,11.40175425099138,20.8806130178211,0.5624776184558868,0.8415713906288147,2.0,,,True,정답
002821.jpg,2021-11-19,0.4096,103.67636474609375,58.95757631259974,405.6425321252584,21.0,14.035668847618199,27.073972741361768,0.8958889842033386,0.998526394367218,2.0,21.02379604162864,0.998526394367218,True,정답
001593.jpg,2022-01-05,0.4096,98.149794921875,63.9998123773261,742.0456006545486,9.0,18.110770276274835,30.0,0.8412379026412964,0.999470591545105,1.0,18.110770276274835,0.9993517398834229,True,정답
003334.jpg,2021-10-30,0.4096,118.23791748046875,70.66282801408579,556.9026480724751,51.0,13.152946437965905,38.2099463490856,0.8535454869270325,0.9999663233757019,10.0,,,True,정답
002098.jpg,2021-05-25,0.762048,133.91669921875,53.032551678590224,957.4165900548195,42.0,14.035668847618199,22.0,0.9059813618659973,0.9999415874481201,7.0,,,True,정답
003331.jpg,2021-11-03,0.4096,118.0056787109375,63.15917756681372,410.22375418872235,62.0,14.035668847618199,24.020824298928627,0.7389945387840271,0.9994025230407715,9.0,,,False,월/일 오독
000529.jpg,2026-01-12,1.47,101.33296875,38.727652128209456,39.54287636861801,2.0,26.5,28.0,0.936751663684845,0.9599006772041321,2.0,28.0,0.9599006772041321,True,정답
002236.jpg,2021-06-08,1.333,138.13234049479166,50.82636414926866,3368.291158263991,24.0,15.710787018687727,69.42621983083913,0.8310517966747284,0.999526858329773,4.0,33.0,0.7562363743782043,False,미검출-읽긴읽음
001218.jpg,2022-05-30,0.4096,121.9566015625,62.84628022297489,318.13793107900614,9.0,21.02379604162864,105.17128885774862,0.7468899488449097,0.9995036721229553,3.0,25.079872407968907,0.9112743735313416,True,정답
001302.jpg,2021-11-29,0.4096,186.84351318359376,55.83340363602528,802.9321838662088,34.0,14.035668847618199,17.0,0.9214860796928406,0.9999911189079285,3.0,,,True,정답
001171.jpg,2022-01-18,0.4096,131.41530029296874,66.38651702240357,232.2874909053743,11.0,20.223748416156685,84.5931439302264,0.9588726758956909,0.9999110102653503,1.0,23.08679276123039,0.9742161631584167,True,정답
003203.jpg,2021-10-NONE,0.4096,58.44291259765625,59.60287450477215,94.96067515611054,1.0,25.179356624028344,25.179356624028344,0.6755257844924927,0.6755257844924927,1.0,,,False,미검출-읽긴읽음
000968.jpg,2022-10-17,0.4096,93.3561181640625,70.94807073752366,696.8553209160266,34.0,14.317821063276353,19.0,0.8690490424633026,0.9996839761734009,2.0,,,False,미검출-읽긴읽음
002055.jpg,2021-12-NONE,0.4096,61.89109130859375,72.57826545149531,1334.1069867079195,138.0,16.0,129.0,0.9560898542404175,1.0,8.0,,,False,월/일 오독
000810.jpg,2026-03-31,,,,,,,,,,,,,False,미검출-못읽음
000455.jpg,2026-02-10,12.4848,121.13544921875,55.355506466994534,244.8002637752533,6.0,14.0,18.110770276274835,0.9205580949783325,0.9971065521240234,2.0,14.0,0.9971065521240234,True,정답
002722.jpg,2022-12-30,0.4096,160.32620361328125,61.239353585978215,536.1722167143761,35.0,12.041594578792296,21.213203435596427,0.8560115098953247,0.999741792678833,2.0,21.02379604162864,0.9983088970184326,True,정답
001322.jpg,2022-02-15,0.4096,168.9533837890625,61.09511095650988,631.8769347189904,50.0,14.0,39.0,0.8749668896198273,0.999954879283905,4.0,,,True,정답
002589.jpg,2023-10-15,0.4096,71.5466357421875,58.09931335913414,630.4042523568867,21.0,12.041594578792296,26.0,0.7536773681640625,0.9984166622161865,3.0,,,False,연도만 오독
002484.jpg,2021-05-05,0.4096,179.7219482421875,51.45093661563634,168.7984185266256,11.0,22.20360331117452,42.42640687119285,0.9960067272186279,0.9999960660934448,1.0,,,False,미검출-못읽음
000358.jpg,2027-09-16,12.192768,123.98131184895833,63.8329832583788,328.47982914368316,2.0,24.262295841942922,25.179356624028344,0.8803995251655579,0.9798070788383484,2.0,25.179356624028344,0.7809919714927673,True,정답
000231.jpg,2023-05-27,12.192768,130.834130859375,64.39057166891799,169.11961817317538,6.0,14.0,46.010868281309364,0.9610015749931335,0.9997258186340332,1.0,,,False,미검출-못읽음
002780.jpg,2021-04-06,0.794388,123.39638671875,58.35503707074079,1146.1727958139945,13.0,14.0,30.14962686336267,0.6018330454826355,0.9815160036087036,2.0,,,False,완전히 다름
002491.jpg,2022-09-08,1.12385,131.23472332802547,39.61162902855422,449.3846408245266,1.0,18.0,18.0,0.7882403135299683,0.7882403135299683,0.0,,,False,미검출-못읽음
000149.jpg,2026-04-28,12.192768,117.10410807291667,77.97284730415765,2609.537736455186,45.0,19.1049731745428,31.25699921617557,0.9962235689163208,0.9999992847442627,5.0,,,True,정답
001413.jpg,2021-07-23,3.14368,127.16628066283924,55.43349593373415,1469.476254560666,37.0,15.033296378372908,25.0,0.9285804629325867,0.9999877214431763,5.0,,,True,정답
000826.jpg,2026-06-22,,,,,,,,,,,,,False,미검출-못읽음
000707.jpg,2026-08-19,2.74703,141.99955170612813,49.2964711255556,316.781811185,26.0,14.0,24.020824298928627,0.9937863647937775,0.9999024868011475,2.0,24.020824298928627,0.9992200136184692,True,정답
002222.jpg,2021-02-07,1.144536,127.68916362212944,47.24045922448182,1329.9412898142314,53.0,18.027756377319946,55.14526271584895,0.8874609470367432,0.9999458193778992,7.0,,,True,정답
002046.jpg,2021-12-10,0.4096,130.04412841796875,62.746097935255676,560.479676954055,19.0,11.045361017187261,24.186773244895647,0.6636326909065247,0.9998373985290527,2.0,24.186773244895647,0.9998373985290527,True,정답
002792.jpg,2023-04-28,0.45825,144.99014300847458,67.5990776962385,630.1783733178494,4.0,15.0,18.0,0.9536734223365784,0.9978886842727661,1.0,,,True,정답
003171.jpg,2021-11-11,3.024048,127.96010416666667,62.362457955317424,3057.0369914601215,17.0,17.0,83.0,0.9406287670135498,0.9997092485427856,1.0,,,False,미검출-못읽음
001835.jpg,2022-07-12,0.4096,93.9850341796875,45.39558568685228,153.41023783967495,1.0,20.024984394500787,20.024984394500787,0.6011412143707275,0.6011412143707275,0.0,,,False,미검출-못읽음
002490.jpg,2021-04-18,0.4096,118.3382861328125,61.811613176084045,253.19270213029392,14.0,19.52730852133704,113.35784048754634,0.9718049168586731,0.9999923706054688,3.0,18.439088914585774,0.9208469390869141,True,정답
001723.jpg,2021-05-13,1.3662,126.08575482776618,62.41298683550174,433.36101941400466,6.0,14.5,19.0,0.8088987469673157,0.9976246953010559,0.0,,,True,정답
000209.jpg,2027-06-11,12.192768,151.08014973958333,59.00590659857067,2924.8946514044756,75.0,20.0,39.11521443121589,0.9975616931915283,0.9999815225601196,3.0,,,False,미검출-못읽음
000517.jpg,2026-09-25,1.47,129.5898046875,61.8997626814024,813.3173657557066,53.0,22.090722034374522,31.0,0.9958299398422241,1.0,2.0,,,False,완전히 다름
002335.jpg,2021-11-19,0.762048,122.94310221354166,49.29441454119933,482.2843782118054,4.0,28.035668847618197,94.59386872308374,0.8778864443302155,0.9095519781112671,1.0,28.0,0.8968145251274109,False,미검출-못읽음
000539.jpg,2027-08-11,1.47,126.76549479166667,57.753820001409274,1321.9629934946272,89.0,14.035668847618199,54.3323108288245,0.9193142056465149,0.9999839663505554,4.0,,,False,미검출-못읽음
000212.jpg,2026-12-16,12.192768,105.75804036458334,63.60480603985962,2856.0246476185694,43.0,11.045361017187261,41.10960958218893,0.8250595927238464,0.9998351335525513,2.0,,,False,미검출-못읽음
003024.jpg,2021-09-13,1.06355,131.2434742647059,64.87268926284922,641.071145305376,27.0,15.132745950421556,33.015148038438355,0.9106137156486511,0.9999552965164185,5.0,,,True,정답
000744.jpg,2027-08-18,12.192768,152.25210611979168,65.66553326945314,1807.454185999541,35.0,24.0,33.06055050963308,0.9911634922027588,0.9999624490737915,5.0,,,True,정답
001575.jpg,2022-03-27,0.659178,118.4757060669456,55.07938040158015,1006.4306775795845,37.0,10.0,22.0,0.8741363286972046,0.9999883770942688,3.0,22.0,0.9986395835876465,True,정답
001924.jpg,2022-01-21,1.16283,134.99478677621283,58.60342075492337,983.3003710441045,8.0,24.91081982480248,86.09297300012354,0.9339825212955475,0.9997537732124329,1.0,,,False,미검출-못읽음
003180.jpg,2021-07-08,0.4096,114.19528076171875,66.37078591770826,174.34573139328361,11.0,22.0,49.8196748283246,0.9366733431816101,0.9996510744094849,3.0,,,True,정답
001918.jpg,2021-05-25,0.4096,100.59844970703125,53.19005570973944,106.71167449798581,6.0,20.524390218064713,35.90264614203248,0.942298024892807,0.9986650347709656,2.0,,,True,정답
002427.jpg,2021-01-18,0.4096,139.82130615234374,55.61764685118129,735.7738219692646,98.0,17.11724276862369,47.16990566028302,0.9120539128780365,0.9999473690986633,11.0,47.16990566028302,0.9708280563354492,True,정답
000848.jpg,2026-05-21,,,,,,,,,,,,,False,미검출-못읽음
000946.jpg,2021-09-30,0.694564,108.21716796875,49.39505618027492,306.8308359266493,6.0,15.5,24.020824298928627,0.9987473487854004,0.9997383952140808,2.0,,,True,정답
001709.jpg,2021-04-12,1.39776,112.39671223958334,52.19684898418804,503.79513973791325,7.0,18.24828759089466,36.49657518178932,0.9719816446304321,0.9999751448631287,0.0,,,True,정답
000886.jpg,2021-07-09,0.4096,155.5564111328125,68.24057545971574,231.61138051962257,6.0,16.5,21.02379604162864,0.8674540519714355,0.999474823474884,2.0,,,False,완전히 다름
001309.jpg,2021-04-30,1.572528,109.35658854166667,57.64193052377571,3198.929773404598,55.0,14.0,25.0,0.9203246831893921,0.9999974966049194,6.0,,,False,완전히 다름
003202.jpg,2021-10-NONE,0.709536,108.51438933486239,74.86386643151343,286.7073929208712,4.0,28.008925726121902,32.0,0.8882522583007812,0.9916954040527344,2.0,,,False,미검출-읽긴읽음
000562.jpg,2025-12-30,1.47,131.8804296875,37.381745573997996,889.2769175286186,84.0,14.035668847618199,43.41658669218482,0.998554527759552,0.9999959468841553,5.0,21.02379604162864,0.9996907711029053,True,정답
000771.jpg,2019-11-26,,,,,,,,,,,,,False,미검출-못읽음
000041.jpg,2025-10-11,12.192768,136.14319986979166,72.42134651224215,481.1240047225845,15.0,14.0,57.706152185014034,0.7998300790786743,0.999933660030365,3.0,21.0,0.799656867980957,True,정답
001864.jpg,2023-08-04,0.4096,96.22765625,64.00489253435991,218.11205122804043,8.0,16.012234487567007,29.154759474226502,0.8546258807182312,0.9991572499275208,3.0,,,True,정답
001853.jpg,2022-08-13,0.4096,121.586220703125,54.751244524009245,202.47997676252723,4.0,17.755482046263364,18.24828759089466,0.9545594453811646,0.9958146214485168,0.0,,,False,미검출-못읽음
000161.jpg,2027-05-10,12.192768,121.63926106770833,76.37807644070453,1240.96184371642,10.0,22.14716267277452,58.05170109479997,0.8339324593544006,0.9998199939727783,4.0,25.0,0.9998199939727783,True,정답
001515.jpg,2022-08-16,0.4096,150.7425146484375,60.70191778179238,138.2561197023153,19.0,19.235384061671343,74.67261881037788,0.9715678095817566,0.9999478459358215,4.0,22.20360331117452,0.9650698900222778,True,정답
002672.jpg,2021-04-05,0.4096,115.0792236328125,69.75483177276864,728.4106426408526,6.0,12.859787657133866,26.476404589747453,0.8134283721446991,0.9994779825210571,1.0,23.769728648009426,0.9994779825210571,True,정답
000321.jpg,2025-10-29,12.192768,135.00346354166666,47.810931697957905,273.8754235998789,5.0,29.154759474226502,31.0,0.99896240234375,0.999820351600647,1.0,,,True,정답
001410.jpg,2021-05-25,0.697695,136.70876500521922,69.16834785236396,961.2413324632869,19.0,14.0,91.0,0.8857232928276062,0.9950582981109619,0.0,,,False,미검출-못읽음
001058.jpg,2021-10-14,0.762048,132.60303059895833,51.836776799551416,181.53103936559896,7.0,15.0,15.132745950421556,0.9891002178192139,0.9985377788543701,3.0,14.0,0.8382083773612976,True,정답
002195.jpg,2021-10-28,0.526968,144.96062418619792,48.42669343329696,439.92968044040936,15.0,18.0,25.0,0.9813252091407776,0.9999663829803467,2.0,25.0,0.9933900833129883,True,정답
001272.jpg,2023-07-08,0.4096,116.15821533203125,64.46367712590018,478.9621782755792,45.0,19.6468827043885,28.635642126552707,0.9799491167068481,0.9999798536300659,2.0,17.26267650163207,0.9939630627632141,True,정답
000015.jpg,2026-03-01,12.192768,75.73305013020833,74.48652167738229,936.0436503092025,17.0,17.0,54.0,0.9925343990325928,0.999908983707428,4.0,19.0,0.9238020777702332,False,완전히 다름
002499.jpg,2021-05-07,0.4096,96.6377490234375,61.57488156590299,369.4392634469925,8.0,39.386504057695134,275.53039759707093,0.9077207446098328,0.9996755123138428,4.0,,,True,정답
002056.jpg,2021-12-17,0.68302,136.58307733050847,54.557075318705316,279.9465831939162,15.0,7.0710678118654755,21.0,0.6680774688720703,0.9995792508125305,1.0,21.0,0.9995792508125305,True,정답
002237.jpg,2021-06-08,0.4096,146.07875732421874,54.27305557497237,857.6319131473958,17.0,13.038404810405298,68.8839603971781,0.8217591047286987,0.9926220774650574,2.0,,,True,정답
002141.jpg,2021-04-11,0.889713,114.84126953125,56.75100574964838,690.1888487497012,5.0,24.0,28.0,0.9043383002281189,0.9751830101013184,2.0,24.0,0.9397069215774536,True,정답
000362.jpg,2026-08-11,12.192768,132.490166015625,47.220385350139495,2444.1743744587793,44.0,18.0,38.0,0.9626994729042053,0.9999659657478333,6.0,32.0,0.9996460676193237,True,정답
001528.jpg,2021-06-25,0.8427,129.02521484375,67.78021669831094,174.44725072017246,5.0,18.0,28.0,0.8869798183441162,0.9998709559440613,1.0,,,True,정답
000070.jpg,2026-10-08,12.192768,144.32601888020832,56.0435211288323,665.3033246447137,12.0,20.255755474338294,62.00806399170998,0.9923793077468872,0.9999894499778748,2.0,21.095023109728988,0.993025004863739,True,정답
000244.jpg,2026-06-21,12.192768,147.71386067708335,43.747943842353486,524.6702324943435,6.0,25.158988901172165,26.30589287593181,0.9982602298259735,0.9999848008155823,2.0,,,False,완전히 다름
000235.jpg,2026-03-08,12.192768,140.26009114583334,51.573616942919806,2182.3907812479233,24.0,24.0,53.0,0.9956697225570679,0.9998760223388672,2.0,,,False,미검출-못읽음
001324.jpg,2023-07-09,0.4096,103.00957763671875,52.255363235577605,508.41326267480247,24.0,15.016648189186455,21.0,0.9169649481773376,0.9999996423721313,4.0,,,False,연도만 오독
002881.jpg,2021-04-13,0.4096,136.9360888671875,69.84799649657714,335.8319428920746,14.0,19.5,49.16299421312742,0.9693474173545837,0.9999487400054932,0.0,,,False,미검출-못읽음
002500.jpg,2021-08-21,1.436592,138.45542317708333,42.60960680801856,1271.5403913752127,6.0,71.75338634539197,143.1258187749506,0.7195248901844025,0.946525514125824,1.0,,,True,정답
001184.jpg,2021-10-08,0.4096,131.8614453125,54.49204309444072,115.63890155357718,2.0,21.594081166063695,24.08318915758459,0.9228869378566742,0.9885578155517578,2.0,24.08318915758459,0.9885578155517578,True,정답
001029.jpg,2021-07-07,0.4096,82.41698486328124,45.412649487638085,142.65301435179114,8.0,21.51189802081432,71.06335201775947,0.827453225851059,0.999667763710022,2.0,22.02271554554524,0.999667763710022,True,정답
003233.jpg,2021-09-21,0.4096,145.74495361328124,73.19459807376815,470.6267723922194,12.0,21.42016483392078,76.32168761236873,0.9582438766956329,0.9987851977348328,2.0,25.019992006393608,0.9982371926307678,False,미검출-읽긴읽음
001592.jpg,2022-01-05,0.804972,118.97673502604167,61.37241860462737,2009.8309559576667,12.0,11.0,20.0,0.929027795791626,0.9999399781227112,1.0,17.029386365926403,0.9984899163246155,True,정답
002434.jpg,2023-01-07,1.29014,145.616434375,58.373186528887715,1568.069836550537,38.0,18.0,34.0,0.9980524182319641,0.9999884366989136,5.0,34.0,0.9973461627960205,True,정답
001752.jpg,2022-01-10,0.806786,130.76021484375,62.72996030403262,927.310581105508,6.0,13.5,21.0,0.9847196042537689,0.9997086524963379,3.0,,,False,미검출-못읽음
001620.jpg,2022-07-19,0.840846,120.78711834551149,60.80249011713238,1073.7594268396053,1.0,21.0,21.0,0.9694657921791077,0.9694657921791077,1.0,21.0,0.9694657921791077,True,정답
000293.jpg,2025-10-24,12.192768,127.47810872395833,66.72474472437081,554.4134051102953,18.0,20.800653371294317,38.05259518088089,0.8932001888751984,0.9996507167816162,4.0,24.0,0.9948654174804688,True,정답
002011.jpg,2020-06-30,1.145772,133.31569350208767,51.80675279321259,142.30181591073523,1.0,18.0,18.0,0.9995853304862976,0.9995853304862976,1.0,18.0,0.9995853304862976,False,미검출-못읽음
000498.jpg,2026-03-07,12.4848,132.63556315104168,57.371730754959614,225.292561845896,3.0,22.02271554554524,26.832815729997478,0.8226727843284607,0.9750237464904785,2.0,,,True,정답
003091.jpg,2021-09-17,0.762048,131.94801106770834,56.69442415347057,2157.970443680817,54.0,12.041594578792296,45.09988913511872,0.9008151590824127,0.9999538064002991,6.0,,,False,완전히 다름
000960.jpg,2022-07-19,0.4096,170.17277099609376,70.96752290941085,465.0620641110838,15.0,15.132745950421556,25.632011235952593,0.8856485486030579,0.9997596740722656,1.0,,,True,정답
000273.jpg,2026-03-13,12.192768,139.92164388020834,59.996364551587895,2433.6835501179594,90.0,15.0,44.04543109109048,0.9756186306476593,0.9999648332595825,7.0,20.0,0.9950105547904968,True,정답
000064.jpg,2026-08-03,12.192768,107.93208658854167,46.37269845347676,785.9810013152653,15.0,18.0,24.0,0.9924793243408203,0.9998682737350464,1.0,,,False,미검출-읽긴읽음
001609.jpg,2021-06-29,0.4096,81.7446142578125,55.643130145774165,63.536033249849076,2.0,23.63678300306302,24.186773244895647,0.8357695639133453,0.9183121919631958,2.0,,,False,미검출-못읽음
002736.jpg,2021-04-28,1.330668,136.765517578125,60.91754338088118,2975.0183781519577,31.0,11.0,74.54528824815154,0.8579967617988586,0.9998769164085388,5.0,,,True,정답
000239.jpg,2026-07-10,12.192768,149.61069010416668,57.69413575993887,581.4981268279923,26.0,18.0,25.0,0.9302922487258911,0.9992088079452515,6.0,24.0,0.9985765218734741,True,정답
001848.jpg,2021-11-18,1.535463,133.6288948329854,56.14425582659768,782.0983125278594,9.0,18.0,38.01315561749642,0.8131704926490784,0.999975323677063,1.0,,,False,미검출-못읽음
000662.jpg,2026-03-11,3.245102,156.65756441504178,46.4967920470821,420.44592436528706,27.0,30.0,42.7551166528639,0.9972399473190308,0.9999994039535522,2.0,28.0,0.9972399473190308,True,정답
000417.jpg,2026-03-15,12.4848,128.061298828125,52.15251592765088,485.3847489377233,11.0,15.0,28.0178514522438,0.7737354040145874,0.9999105930328369,1.0,,,True,정답
003246.jpg,2021-08-15,2.04972,123.95011393229167,59.5564672775625,519.7127774291567,25.0,24.0,124.0,0.9947994351387024,0.9999518394470215,3.0,24.0,0.9997195601463318,True,정답
002599.jpg,2021-12-NONE,0.4096,143.55369384765626,63.584516626817546,500.24976947159166,14.0,12.02268050859363,30.14962686336267,0.7385945618152618,0.9992757439613342,4.0,,,False,월/일 오독
002816.jpg,2021-06-28,0.4096,120.1638427734375,70.69173410505621,904.6858069326818,37.0,15.132745950421556,89.08984229416954,0.9418047666549683,0.9999340176582336,2.0,,,False,미검출-못읽음
001673.jpg,2021-05-19,0.4096,122.94419921875,63.08329227459913,204.6210621652365,11.0,18.027756377319946,22.360679774997898,0.9584252238273621,0.999934196472168,1.0,,,False,미검출-못읽음
000408.jpg,2025-10-09,12.4848,150.08285481770832,56.45028313887709,2182.8134638091087,13.0,14.560219778561036,20.024984394500787,0.7987790703773499,0.9992627501487732,3.0,17.26267650163207,0.9913890957832336,True,정답
000186.jpg,2028-04-14,12.192768,141.908427734375,53.165383027029854,302.7014777628157,10.0,17.5524865872714,33.52610922848042,0.8168754279613495,0.9987543821334839,2.0,25.179356624028344,0.9527457356452942,True,정답
000895.jpg,2021-06-02,0.4096,136.7426220703125,67.39807888118733,112.29226590573789,6.0,17.5146931829632,28.0178514522438,0.9305955767631531,0.9981579780578613,2.0,,,False,미검출-못읽음
000792.jpg,2026-04-05,,,,,,,,,,,,,False,미검출-못읽음
002349.jpg,2019-09-11,1.129869,146.7323064159292,63.19111314425894,263.61713372345105,9.0,25.0,39.0,0.9977575540542603,0.9999851584434509,3.0,24.0,0.9957725405693054,True,정답
